"Path","File","Date Acquired","Sample","Misc"
"D:\GCMS_User\R312_Liying\Data\20231128\","miliacin-ak34-01.D","29 Nov 2023  20:26","miliacin-ak34-01",""
"TIC: miliacin-ak34-01.D\data.ms","","","",""
"9.155","3722",,,
"9.159","3688",,,
"9.164","3702",,,
"9.168","3926",,,
"9.172","3510",,,
"9.177","3431",,,
"9.181","3795",,,
"9.186","3358",,,
"9.19","3735",,,
"9.194","3509",,,
"9.199","3342",,,
"9.203","3462",,,
"9.207","3034",,,
"9.212","3430",,,
"9.216","3465",,,
"9.22","3746",,,
"9.225","3605",,,
"9.229","3779",,,
"9.234","3467",,,
"9.238","3626",,,
"9.242","3433",,,
"9.247","3546",,,
"9.251","3370",,,
"9.255","3528",,,
"9.26","3415",,,
"9.264","3783",,,
"9.268","3535",,,
"9.273","3549",,,
"9.277","3779",,,
"9.282","3537",,,
"9.286","3234",,,
"9.29","3182",,,
"9.295","3679",,,
"9.299","3340",,,
"9.303","3807",,,
"9.308","3806",,,
"9.312","3265",,,
"9.316","3293",,,
"9.321","3114",,,
"9.325","3446",,,
"9.329","3099",,,
"9.334","3116",,,
"9.338","3257",,,
"9.343","3567",,,
"9.347","3400",,,
"9.351","3254",,,
"9.356","3459",,,
"9.36","3249",,,
"9.364","3313",,,
"9.369","3299",,,
"9.373","3237",,,
"9.377","3478",,,
"9.382","3196",,,
"9.386","3327",,,
"9.391","3593",,,
"9.395","3177",,,
"9.399","3074",,,
"9.404","3613",,,
"9.408","3485",,,
"9.412","3257",,,
"9.417","3061",,,
"9.421","3201",,,
"9.425","3354",,,
"9.43","3309",,,
"9.434","3377",,,
"9.439","3167",,,
"9.443","3241",,,
"9.447","3420",,,
"9.452","3313",,,
"9.456","3210",,,
"9.46","3358",,,
"9.465","3399",,,
"9.469","3360",,,
"9.473","3020",,,
"9.478","3306",,,
"9.482","3043",,,
"9.486","3431",,,
"9.491","3879",,,
"9.495","4366",,,
"9.5","4983",,,
"9.504","4677",,,
"9.508","4358",,,
"9.513","3234",,,
"9.517","3310",,,
"9.521","3257",,,
"9.526","3430",,,
"9.53","3421",,,
"9.534","3491",,,
"9.539","2982",,,
"9.543","3026",,,
"9.548","3076",,,
"9.552","3001",,,
"9.556","2943",,,
"9.561","3165",,,
"9.565","3332",,,
"9.569","3027",,,
"9.574","3355",,,
"9.578","3128",,,
"9.582","3307",,,
"9.587","3428",,,
"9.591","3004",,,
"9.596","3181",,,
"9.6","2889",,,
"9.604","2964",,,
"9.609","3267",,,
"9.613","2937",,,
"9.617","2974",,,
"9.622","3268",,,
"9.626","3586",,,
"9.63","3018",,,
"9.635","2941",,,
"9.639","3134",,,
"9.644","2629",,,
"9.648","3097",,,
"9.652","3299",,,
"9.657","2837",,,
"9.661","3220",,,
"9.665","2985",,,
"9.67","2565",,,
"9.674","2861",,,
"9.678","3451",,,
"9.683","3120",,,
"9.687","3160",,,
"9.691","2973",,,
"9.696","2948",,,
"9.7","2706",,,
